,post,label,Comment_id
4232,every f cking school child knows that the globe is round only total pizdas do nt ,hate,13499896
4233,then i might get barbed wire around my wrist ,noHate,31643289
4234,you will know it is a nightmare on day you wake up and you have a black muslim running your country ,hate,14031239
4235,we need to all move out west were the resources are and bring in whites from all other nations then separate we need to have a white homeland its the only way we could possibly save our race ,noHate,14014630
4236,even if it s all black or all pakistani that s somehow diverse ,noHate,30451877
4237,my skin color well its white ,noHate,31752007
4238,kids are very receptive to learning and teaching ,noHate,30701151
4239,arab militaries are incompetent ,hate,30603370
4240,ive never been a bnp supporter anyway the party was doomed from the start ,noHate,14030239
4241,protesting catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated white guilt from the jewlords across the apelantic ,hate,14025149
4242,ive never liked rap or to be closely associated with blacks in any way ,noHate,31783670
4243,it s a monthly fee for all you can learn 1900 courses ,noHate,30537263
4244,its really good to see that the people of northern ireland will not tolerate any hit or problems from foreigners ,noHate,13860790
4245,alba,noHate,13490986
4246,i love edward hopper s work ,noHate,30546900
4247,hello my name is sean brennan i live in mission kansas i m looking for more people in my area to hang out with please email me at nirvana emailnerd com,noHate,14106962
4248,new intro music leads in and out ,noHate,32382971
4249,seems to me that aluminum is lighter softer more prone to distortion and creates more friction as well as corroding more easily ,noHate,30582427
4250,and this is why sa went from first world under botha s rule deklerk does nt count to a third world begger horde ,hate,13398095
4251,23 white supremacist the 23rd letter of the alphabet is w roa race over all rasa iznad svega swp supreme white power nadmo na bela sila 100 100 white 100 posto belac beo ,noHate,13560796
4252,what was once public employee is now worker ,noHate,12857202
4253,thank god this white warrior knew how to throw down ,noHate,30631872
4254,marco laszcz is a singer and mastermind of the band sleipnir ,noHate,14062533
4255,good luck to you and your knight,noHate,14110886
4256,https www youtube com watch v ttrfivsuf4a,noHate,30398449
4257,they want mixed kids ,noHate,30486701
4258,i didnt try it yet but i guess i should check it out thankx i hope that link gave whoever needed it some info on whatever she i dont remember her name sorry needed later,noHate,31778705
4259, youtube here is the same video on the guy s fb page ,noHate,14660752
4260,romanians and italians are fighting with one another while the enemy of all latin people and of all aryan humanity is laughing up his sleeve ,noHate,14074513
4261,what the hell is wrong with you people ,noHate,14668651
4262,its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags,hate,13861429
4263,pathological killers they are ,hate,13477295
4264,of course i live in a rather small town 30 000 inhabitants ,noHate,13598060
4265,those countries are much better under a government of terror made by themselves and for themselves ,relation,14672114
4266,africans in ireland should be treated like paedophiles ,hate,13847335
4267,search for it ,noHate,30506237
4268,are executive orders constitutional tenth amendment center blog ,noHate,30608425
4269,odium sweden oi this is one my favourites ,noHate,13582449
4270,hi ,noHate,14670227
4271,http www occultopedia com f feral children htmhttp www ling lancs ac uk chimp la e4 4kamala htmhttp www occultopedia com w wildpeter htm aragorn,noHate,13406897
4272,i live in wisconsin ,noHate,30406360
4273,i always told my boys what i was taught ,noHate,30446331
4274,i was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people ,noHate,30404645
4275,no one has the right to dictate that to me nor anyone else ,noHate,33463853
4276,im more of a grappler than a striker i would lunge out with a windpipe grab and bring them down to the floor my record for ko ing someone with a choke is currently 3 secs,noHate,30622804
4277,thank you skingirl,noHate,14429748
4278,it is good that anti white is working its way out into the mainstream though ,noHate,12858403
4279,and they are just growing in numbers this is probably gonna happen all over europe,noHate,13603677
4280,my great grand dad was lord of the manor in warborough oxfordshire ,noHate,13250992
4281,i guess the canada before 1965 ,noHate,30496389
4282,the capacity is lower ,noHate,30571599
4283,the fans ,noHate,14025037
4284,oslo turning into a major criminal muslim mecca,hate,13461817
4285, is rotten to the core ,noHate,14662277
4286,the girl is indeed amazing ,noHate,14062360
4287,as long as they are pro white and follow board guidelines i can put up with their spin as long as they ll put up with mine ,noHate,14298445
4288,i think i read a comment like that on a video on youtube and it made me chuckle ,noHate,14021677
4289,i saw the clip too ,noHate,14060016
4290,okay so if i go by that logic means you re willing to give up that piece of land ,noHate,14078628
4291,somehow i think maybe your a troll ,relation,30491876
4292,hey all of you are not alone in this brothers there are so many more than you will ever know i am one of them and i am proud to be very white ,noHate,14297550
4293,now i m motivated ,noHate,14302069
4294,i have a dominant personality and i look for the same thing in girls ,noHate,14099215
4295,yes she was born in svrljig 11 ,noHate,13498257
4296,not a damned thing she can do about it ,noHate,31777492
4297,the jewish race is without any doubt the greatest threat to the survival of the white race ,hate,14419990
4298,thanks,noHate,13487367
4299,i have no doubt los angeles is a cess pool ,hate,30496810
4300,in britain ,noHate,13610759
4301,we have to kill off all of the whites so we can go back to eating cow dung ,hate,13060199
4302,london artist shot dead in south africa protecting his family from gunmen in raid during wedding anniversary crime news london evening standard,noHate,12852254
4303,five is about what i ve found also ,noHate,14103132
4304,hey i live in illinois not too far from you i m always trying to find new friends and people to hang out with some email me sometime,noHate,14106754
4305,well looks like we can add another instance of 6 million to this pile then the amount of times they have told this story ,noHate,30397070
4306,i do nt blame you all the yucky nonwhite dna pawing your food as they pass it over the upc scanner disgusting ,hate,30466673
4307,too many internet people know me by looks and would love to crucify me for something ,noHate,14098681
4308,i have all the respect in the world for our law enforcement ,noHate,31753066
4309,border fence what border fence ,noHate,30598336
4310,i am currently attending high school ,noHate,30674521
4311,we had somebody there to monitor this protest they had around 13 people there despite their claims that they usually have hundreds at their demos ,noHate,14063024
4312,all slavic people had same pre christian gods svarog svetovid perun etc etc but old bulgarian pantheon is totally different ,noHate,13492646
4313,if they ban the celtic cross as a hate symbol it ll make every graveyard in ireland a shrine with thousands crosses in them around or country,noHate,13845185
4314,if her eyes linger she s yours ,noHate,14095332
4315,i have brown eyes and would not trade them for any color ,noHate,31752005
4316,im happy to hear ms rosen will survive and hopefully put this behind her at some point ,noHate,31676538
4317,i have to agree ,noHate,14018162
4318,it is amazing that you can create an extremely sexist idea and assume that your idea is just sexist enough to be not be called on its sexism by feminists ,noHate,14674170
4319,is this confirmed ,noHate,14072551
4320,it s where i discovered so many great people who are fighting for our cause ,noHate,30413507
4321,i ll post as much as i can but i m more of a bnp supporter than an expert ,noHate,14036981
4322,i want to meet some single women in the wichita area for friendship maybe more ,noHate,14096821
4323,the lawsuit filed in los angeles county superior court last week is the latest in a string of cases against the company and the jew charney including five sexual harassment cases that have been settled dismissed or placed in arbitration ,noHate,13482315
4324,i joined today and just found this sight recenty i love being white and wanted to talk to others with veiws simular to my own ,noHate,31938765
4325,just wanted to give this another bump and call out to anymore people in the calgary area that are interested in meeting up please feel free to message me ,noHate,30420928
4326,if they were to educate themselves about history a little better they could get over it ,noHate,12882685
4327,i guess i just do nt have any taste ,noHate,14678722
4328,christian books and things p o box 111 harrison ark 72601,noHate,30719536
4329,and that s the truth ,noHate,30713750
4330,and it s because i ve been having trouble with my landlord dot dot dot ,noHate,14275109
4331,i think vhs tapes are available at amazon ,noHate,12854837
4332,to think that such a great christian nation as ireland has an islamic foundation is sickening ,hate,13859549
4333,maybe some of you people should grow up you don t pick a man or woman for your mate because of the color of their eyes and hair ,noHate,13594695
4334,a primate was the fist to invent a stick in africa a black just stole it from him ,hate,30405501
4335,http www boston com news local mas orture mode pf,noHate,13388956
4336,irish men are sooooooo beautiful ,noHate,13867797
4337,this is a struggle you will have to make your self ,noHate,13505702
4338,well yes that s the thing there is a difference between being publically a white nationalist and being a nut or some stereotypical skinhead ,noHate,14297280
4339,actually i m not a cook anymore ,noHate,31751889
4340,no ,noHate,13586309
4341,i also hope you are not exaggerating anything as children sometimes do ,noHate,30407919
4342,agreed ,noHate,14267877
4343,blacks built the pyramids and the white house ,noHate,30384185
4344,it failed due to lack of funding ,noHate,30560348
4345,sadly that is what happens when you dumb down a society and make everything sexual not even innocent animals are out of the question for these sickos ,hate,13455190
4346,here is peroutka s latest on jerry falwells blind support of bush ,noHate,14418660
4347,im back on the other side of the pond now and i was actualy in the 17th district but thanks the heads up,noHate,12843894
4348,ak47 with folding stock 4 ,noHate,30636407
4349,its an american term that most people in britain and ireland would never have heard if it was nt for american tv shows ,noHate,14024478
4350,by the time i was growing up in the 2000s and early 2010s the area was already mixed and a few shops closed down ,noHate,30558564
4351,now it is time to drive out all traitors ,noHate,13850783
4352,virtually all of those rapes are committed by non whites ,noHate,14670878
4353,so do you actually meet the people that you let join and start a chapter or are you just trusting that an anti would nt sign up so that you start directing people to them to get jumped or whatever ,noHate,30525151
4354,another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www faem com,hate,13862192
4355,need to break out my brittany spears outfit i guess ,noHate,14424412
4356,also shoot a lyman great plains 54 patched lead round ball over bulk ffg fired by a 11 cap ,noHate,30659678
4357,the people running sa into the ground want to wipe them all out ,noHate,30421625
4358,no one else is going to bother telling this story ,noHate,14412618
4359,with that many groups under the same ao i wonder how much toe stepping is going to occur hope none of our own people get hurt ,noHate,30917735
4360,didnt know that ,noHate,13850109
4361,it s why they do nt take real ones seriously ,noHate,12851205
4362,well done ,noHate,30423516
4363,instead of challenging young white minds we put them to sleep in a sea of apathy towards standards ,noHate,30604422
4364,have not done dna testing but looking at the family tree i can see that it s mostly british with some italian and scandinavian thrown in for good measure ,noHate,30453338
4365,correct ,noHate,14056592
4366,on a scale of cute babies i d say this little man scores a 10 all the way around ,noHate,14112850
4367,i would like to continue to encourage new people to come out and to message me if you are interested in coming out to our social gatherings and meets it is always nice to see things growing,noHate,30442475
4368,it is good to hear from racialy minded youth like yourself ,noHate,31775702
4369,i have no use for the nba or any self important black celebrities ,noHate,30518081
4370,as kids they watch leftie music shows kids tv shows etc ,noHate,14040163
4371,2 year old dies of rape mammy s boonfren charged nnn reporters newsroom forum dekalb 2 year old dead caregiver charged police say child was abused posted 10 41 pm edt october 2 2010 updated 11 51 pm edt october 3 2010 dekalb 2 year old dead caregiver charged dekalb county headlines news story wgcl atlanta,noHate,13504486
4372,ill shave my head when i finally get my 5 gcse grades at c or above ,noHate,31752038
4373,interesting guy if you ve never seen derren brown before ,noHate,13453704
4374,and there s no need for a video game just pack concealed carry and walk around any major us city after dark ,noHate,12856846
4375,its good to know that living in san fran does nt mean you have to give up your 2nd amendment right anymore ,noHate,14291886
4376,what does it mean when you have blue eyes with a slight ring of brown around the pupil ,noHate,31748570
4377,if not kept in check we may very will be living in an actual planet of the apes soon ,hate,13456921
4378,i think i heard that sweden and norway have mtv now do finland or the baltic states get that garbage yet ,noHate,13586419
4379,yes it s time to imagine that ,noHate,14267724
4380,in one year 2 2 million people were incinerated in these very chambers ,noHate,30527087
4381,2508,noHate,13600405
4382,i look forward to meeting more like minded people next friday ,noHate,30404643
4383,ap ro g ant trois jeunes soup onn s de viol https www stormfront org forum t809905 ,idk/skip,14074039
4384,http www nationalvanguard org story php id 4191,noHate,13596256
4385,there is a copy of the report somewhere in the content of this thread but i ca nt pinpoint exactly where it is ,noHate,30438576
4386,animated short film starring stormfront members ,noHate,14286471
4387,those visionary and responsible negroes ,hate,12882480
4388,aim hayden1488 icq 156598438 msn hayden 1488 yahoo hayden 1488 note you can also find out peoples logins for instant messager programs on our stormfront profiles ,noHate,31786685
4389,lol i dont know i just saw somewhere that franklin was a forbidden name thanx i try to search on google ,noHate,31730740
4390,it s just me and the wife so we ll be eating this for at least the next few days ,noHate,30558274
4391,youtube odysseus way by dr william l pierce part 1 of 3 youtube odysseus way by dr william l pierce part 2 of 3 youtube odysseus way by dr william l pierce part 3 of 3 ,noHate,30648006
4392,because whites are discouraged from breeding ,noHate,13472697
4393,finns and sweds can become even closer after this and we can start to become true brethren nations like we always should have been ,noHate,13597604
4394,tamir hamilton sadistic rapist murder ,noHate,13479043
4395,none dare call it white genocide forward this around to friends and family spread the word none dare call it white genocide,noHate,13465240
4396,big talk none of you have the balls to tell a skin this to his face ,noHate,14423119
4397,because i pulled her from the ashes and i ll bring her back to the condition she was before she was put in the hands of a neglectful old lady and a hard teenager ,noHate,14084932
4398,sometimes when a person dyes their hair black it looks very strange ,noHate,14299037
4399,http www venetofronteskinheads org mmer 2008 html,noHate,13850112
4400,so check your pm ,noHate,14271254
4401,i spent quite a bit of time with april and driving around with my new van ,noHate,14302498
4402,also my neighbour s dog has poison teeth ,noHate,30505262
4403,the next generation is our future and it is our responsibility to ensure that they are raised to be bright proud and physically and morally sound white men and women ,noHate,14300005
4404,i ve tried everything talking to my parents about it but i guess it s their choice to get a divorce if they are nt happy together ,noHate,31776596
4405,its sort of like the black computer genius that only appears with any ubiquity on television or in the cinema ,noHate,13555448
4406,i have seen a picture of a non white soviet soldier in berlin after the fall ,noHate,13493933
4407,that is when you take out your phone and take pictures of them ,noHate,30659555
4408,you can search for maps of where the language was spoken over time ,noHate,30793540
4409,groids are scared to death of a big aggressive dog ,noHate,13292279
4410,its just the stupid ones who are copying miley cyrus like the one who caught on fire ,noHate,14661555
4411,yup ,noHate,30497977
4412,before i became a christian when i was a big fan of heavy metal i liked old lead singer of gathering old female singer of tristania my favorite 80 s pop was all pretty good too cyndi lauper sanda kim wilde,noHate,30504346
4413,i do not hate fox news but they throw the jew stick at you every chance they get which makes it unwatchable ,noHate,14666045
4414,cant say over the net what i do every day for our cause but you can bet i do my part ,noHate,14410182
4415,most weeks i see him 2 whole days and 1 or 2 nights per week i drive over and take him out to do something,noHate,30561561
4416,monday afternoon ,noHate,14098769
4417,the only problem i see in the area is a lack of outside work ,noHate,14267446
4418,this post by jack boot and the piece by marc moran are very inspiring ,noHate,14418686
4419,but for now as i m in the states i ll have to settle for some wild turkey bourbon as i watch those videos of ireland ,noHate,30498118
4420,would black people rather take one million dollars to move themselves and their immediate family back to the motherland or stay here in america and blame whites for their poverty and crime ,hate,14673719
4421,so lets kill all the whites there because every single one of them is a zog agent even the children ,noHate,13488032
4422,it is amazing to watch the newscasters report on all these cases yet never make a connection ,noHate,13501530
4423, parkelj is the companion to the christian st nicholaus miklav each year and here we celebrate jarilo every year under the name zeleni jurij ,noHate,14055875
4424,wonder if food stamps would cover s t for them in america and we could not have a food shortage of real food ,noHate,13061046
4425,peter the great ,noHate,31766245
4426,today i obtained this article gene kerrigan looks non white it s nice to see the indo refering to my st bridgets cross celtic cross sunwheel designs ,noHate,13867771
4427,i have never seen an asian woman dating an asian man they like the white man they re force wiggers and our detrimental towards our cause cpamikei,hate,14654023
4428,i visited it half a dozen times abt a year ago ,noHate,14673542
4429,you are lying and flip flopping ,relation,14669849
4430,living in a boarder state texas the problems of illegal aliens is naturally a stark reality and let me add that the only solution that i see is the implimentation of u s troops as guards on the mexican boarder ,hate,14279550
4431,erik,noHate,30607410
4432,we are looking to close on the land soon thats all i can say about the location but i will tell you it will be in the southeast of the usa ,noHate,14268689
4433, youtube,noHate,32378513
4434,wolf 278,noHate,13586441
4435,frederick neichzche embraced the notion that for a race to evolve there had to be a struggle to kill of the weaker elements to keep them from contaminating the gene pool in the us one could say that there is a breeding program to breed dumb ghetto blacks ,hate,30546987
4436,back when there were proper christian churches and people attended them this sort of music was available every sunday ,noHate,30488305
4437,woys face was a picture at the end of that uruguay game ,noHate,14024744
4438,they re a waste of space and they re filthy tax payer robbing mentally challenged primitive unintelligent cultural trash ,hate,30654947
4439,the worst city i have ever seen in person was miami florida ,relation,14082397
4440,have you ever seen the white priviledge checklist that these people use ,noHate,30462334
4441,she then had the other students vote him out of the class ,noHate,30706837
4442,eventually we wo nt be able to tell who is who this is all sad ,relation,31411361
4443,compared to the stunningly beautiful white swedish females she is just a barfy mixed breed dog ,hate,13592326
4444,deanna spingola and dr lorraine day zionism the holocaust aids and vaccines youtube deanna spingola and dr lorraine day zionism the holocaust aids and vaccines listen watch the full interview deanna spingola and dr lorraine day zionism the holocaust aids and vaccines free download streaming internet archive www drday com www goodnewsaboutgod com,hate,30644184
4445,now there are hundreds and in a few years there will be thousands ,relation,13606395
4446,how s it going ,noHate,14108132
4447,no ,noHate,30469076
4448,so according to your logic since blacks have been in n america for hundreds of yrs they should be allowed to stay and yes whites should leave africa ,hate,13845145
4449,thank you for your major contribution to society,noHate,14052954
4450,as hispanic and negro populations increase test score averages will decrease ,hate,30739072
4451,servents maids workers of some type ,noHate,13590117
4452,they can kiss their n b a careers goodbye ,noHate,13291349
4453,idiotic ,noHate,13595284
4454,hearing the wagner at the end of that video made me want to charge of into the night with a sword ,noHate,30499287
4455,also it s not genocide stop calling it that ,noHate,14677631
4456,in this sharp color image a portion of the orion nebula appears along the bottom border with the cluster of reflection nebulae at picture center ,noHate,30518244
4457,they should have made sweet potato pie ,noHate,30507352
4458,i would like to say a very big welcome to all our new members i have not been around of late but hopefully i will be back here on a more regular basis ,noHate,14030471
4459,is this group in sweden genuine or are they thieves who steal money but never send the goods you order ,noHate,13591603
4460,we live in a black majority neighborhood for economic reasons and we are definitely not race mixers ,noHate,30608370
4461,lmwao you were letting them fish in your pockets ,noHate,31741893
4462,i returned home ,noHate,30473110
4463,he and judge moore spoke at a constitution party event in st louis and drew over 600 people ,noHate,14418952
4464,i concur with you totally it s a sick county i live in ,noHate,31688744
4465,i ll be leaving for basic pretty soon ,noHate,31745241
4466,bnp just fills the gaps ,noHate,13868037
4467,a noble effort ,noHate,13466464
4468,january 29th 2012 whitefish amtrak station in winter ,noHate,14302621
4469,thank you ,noHate,14032111
4470,remember there will be a delay in your potst appearing until you reach unmoderated status ,noHate,31775700
4471,i want to wish all students here and everywhere else the best of luck on your mid terms ,noHate,31718889
4472,so if a child asks his parents what are they celebrating the parents will answer we are celebrating secularism ,noHate,14659413
4473,you must have some luck having the one indian that loves blacks as a teacher ,noHate,30670140
4474,its all very sad ,noHate,14660007
4475,piece of deserves to be shot ,hate,13642136
4476,those asians and blacks would continue to imitate whites just to gain an upper hand or just to show that they are superior ,noHate,14666531
4477,not just that but many people who adopt kids are capable of making their own pure white children ,noHate,13628191
4478,im not allowed to use any negro inventions ,relation,14676864
4479,have you ever gave hard knocks better than you got them ,noHate,30513634
4480,heil sisters thank you this is why i wood stand side by side on the front line with my sisters thay are the bast ps aggrooigirl your profile say your are a single mother so i thot you was oi sorry skins for ever goldenboy 88 wpfr,noHate,14106674
4481,the person who does that will also make history in his or her field ,noHate,14297456
4482,heres a site that compiles news articles of white crime and degeneracy ,noHate,12847490
4483,hi new to the site saw your message i live in aurora and would like to meet some good ppl here brian,noHate,14103851
4484,i usually use powerade or sqwincher ,noHate,30473423
4485,but this just is nt the greatest movement for romantics to join ,noHate,30635181
4486,bump ,noHate,30745625
4487,these in russia i saw was pure black as black as can be maybe some of them was tourists and students but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them even seen a girl dating a black ,noHate,13505191
4488,they are way over represented compared to their ability ,noHate,30431951
4489,scores of dead animals found on thandi modise s farm enca pigs forced to eat pigs on ncop chair s farm news24 animal cruelty ,noHate,12871875
4490,sick,noHate,13642423
4491,that was on a sheet of paper and i take it you meant bull sheet as other poster said it before ,noHate,33466018
4492,if you will stop eating it then it will not cost me so much ,noHate,33465976
4493,russian oleg and igor are slavic versions of scandinavian helge and ingvar ,noHate,13585491
4494,nothing was in jepordy this year and furguson cause black friday gun sales to be beyond a democrat getting elected ,noHate,30560314
4495,do nt make me start copy and pasting doj statistics ,noHate,14418441
4496,id like to meet with anyone pro white white nationalist or especially national socialist like myself ,noHate,14047962
4497,i detest chap stick ,noHate,30533168
4498,open a new shop somewhere get my son more interested in education he hates school help mor ein my community try to whiten things up ,hate,14105196
4499,check this video out sf we must welcome africans with open arms they have every right to be in ireland ,noHate,13859045
4500,as far as i know there is no russophobia in belarus ,noHate,13499780
4501,it was put there in just the last few hours ,noHate,14267215
4502,and you will find it too just like you have so many times before ,noHate,14669890
4503,milwaukee wisconsin the third weekend in july every year ,noHate,14099335
4504,they always think they are somehow exempt from the rules,hate,30742787
4505,you forgot to add that they spread disease and their poor hygiene causes pest infestations then there is rampant drug use and sexual assaulting white women and children ,hate,14019007
4506,so happy you remind me this i have a little altar portraying a bronze buste of beethoven on my bedside table along with one of wagner he was beethovenian fan too ,noHate,30546822
4507,it looks like everyone got haircuts at the door except you and your friend ,noHate,14097593
4508,george soros evil plan of buying up american gun and ammunitions companies fiction ,noHate,30499304
4509,i now have a wife and kids and i would nt have it any other way ,noHate,14651296
4510,thank you very much ,noHate,14070721
4511,i would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so ,hate,30756469
4512,that sounds like hippyism im not leaving my children s values up for grabs as ive said before if parents dont feel their children s heads with good things then the pc patrol will definitely feel their heads with bad things ,noHate,30773823
4513,militias are too risky with the feds ,noHate,12855815
4514,break them up ,hate,31501488
4515,no they knew exactly what they did ,noHate,30604519
4516, youtube welfare checks late youtube,noHate,13454911
4517,dont stop trying because the negro will prove you to be right ,hate,14413050
4518,my advice print out a few good articles ,noHate,30690957
4519,well done to all the people in ireland let s hope this is just the start of people waking up to the dangers of a mulitracial society ,noHate,13867528
4520,someone is a genius ,noHate,14278709
4521,please help,noHate,30399327
4522,mexicans ,noHate,30622793
4523,he live on forums all day because he have no job ,noHate,13573521
4524,does your wife post here ,noHate,30709920
4525,we have such a huge asian problem ,hate,30481231
4526,the highes gothic altar ever built this altar is placed in church of st jakub in town levo a ,noHate,30422455
4527,good thread and good points ,noHate,30729421
4528,want to see our fate if we do nt win ,noHate,14670178
4529,and i ve seen many serbian members here trying to prove serbs are the oldest people on earth ,noHate,14084809
4530,they say they dont want to take our guns ,noHate,30461107
4531,you can start out as an aware person who does nt need a herd to tell if something just is nt right but if you have no allies and you re bombarded with the mass point of view you will succumb more and more ,noHate,13455402
4532,tf ,noHate,13490903
4533,literally ,noHate,30580366
4534,if only we had more friends that we could count on through thick and thin like balije ,noHate,13503314
4535,seriously guys it s an indian symbol for good fortune people of walmart people of walmart,noHate,30558444
4536,maybe some of us can meet move in next to or near each other and start building up white communities and keep it spreading across the country ,noHate,14099034
4537,there is a sign up placed by the council stating no ball games so what are they doing yes playing football ,noHate,14032740
4538,robert steuckers and dr david duke gunther van den eynde en dr david duke euro rus 2008 ,noHate,13491591
4539,got to make sure this embaressing thread is knocked off the front page before too many people come along and see it right ,noHate,32294472
4540,toy crane commercial bmo harris bank youtube,noHate,13549611
4541,you mean like how there was no electricty or other public services except the post office and some roads during the old republic ,noHate,13553238
4542,croats were so fortunate to have such reliable allies ,noHate,13503314
4543,every cultured society and all things therein were created by whites ,hate,30580366
4544,kris roman jan kristel dr alfred vierling dr david duke thiery van roy frederik ranson andreas thierry stephanos gekas ,noHate,13491591
4545,well the warm weather is coming in and guess what i now have to painstakingly endure all the offspring of these immigrants africans foeigners im putting them all because there is that many of them all playing out the front of the flats in the small garden area screeching and shouting and their hyena pitched laughing ,hate,14032740
4546,older folks are more interesting and have so much to offer ,noHate,30502573
4547,i was sick for a week and lost 400 bucks in pay because i had to take the time off work ,noHate,14416340
4548,i understand that we are all proud people with very well defined beliefs but fighting amongst each other is really counterproductive ,noHate,14080477
4549,i was able to sight it in before the rain started ,noHate,30659635
4550,look there ,noHate,14670178
4551,this is such a stupid question as you are not born poor or rich but if it came down to it obviously white and poor ,noHate,14673816
4552,this was on another thread so placing duplicate in book thread re removing orwell and future possibility of book vanishment censorships http www pcworld com article 16865 ownership html,noHate,30620405
4553,this should be passed to the left too who have been victims of adl tactics including theft of police files smearing and illegal spying ,noHate,14418989
4554,seems like jewtube has been down for a few hours ,noHate,13053340
4555,i use it as way to intimidae jew to show them that there are still people who are aginst them it did originate in roman it was called the wariors salute,hate,31768317
4556,you use your handgun to fight back to your shotgun ,noHate,30622773
4557,when he gets out he ll have more support than ever ,noHate,12860642
4558,now that is good news as i frequently heard amongst my people that they will only stand together and fight once they have lost everything ,noHate,33141763
4559,phantom of the opera was one of my favorites growing up ,noHate,30657868
4560,75 of junior high student s could nt point out new york state on a map ,noHate,13490903
4561,at least the ns in sweden have the right idea and are something that americans should look towards ,noHate,14413563
4562,whether you get along well with the people is irrelevant and it s even worse if you get along with them on a personal level because you will express yourself less to avoid offending them ,noHate,13455402
4563,what a silly question from a white nationalist to post on a forum which is for white nationalists,noHate,14034681
4564,thats because they do nt whore themselves out and end up looking like they re forty at age 25 ,noHate,14022518
4565,honestly coming out with an ill thought out rant like this would see you dismissed as a crank in any meaningful debate ,noHate,30644946
4566,ive always been partial to lully and rameau jean baptiste lully l orchestre du roi soleil youtube jean philippe rameau orchestral suites youtube,noHate,30580284
4567,hey thanks for the friendly welcome ,noHate,14103292
4568,thank you very much for your replies i just wonder if there is a site of the nnp in english anyway i hope russia will kick non white butts out of its territory so long brothers ,hate,13506847
4569,i do nt have much to add that have nt been said but i would like to say welcome garmgormius ,noHate,13588590
4570,jup i grew up in st petersburg and only saw blacks on tv ,noHate,13503662
4571,not to mention the sick asian perversion many white men have ,noHate,14678745
4572,asians ,noHate,30622793
4573, quote trotis 10497843 isnt south african chocolate made by overseas companies based in sa british and swiss would a mars bar taste different made in sa compared to one in england quote i would have thought so too but the stuff tastes different ,noHate,13456696
4574,the lemmings have become so used to having a different color ribbon for different causes ,noHate,14278709
4575, now is a good time to get it ,noHate,30593035
4576,by their fruits ye shall know them ,noHate,13446777
4577,i believe this was because i broke with my fear and finally got honest with myself ,noHate,14651296
4578,if anyone is interested in a meet up please feel free to pm me so we can set something up we are now in toronto and st catharines ,noHate,14016407
4579,i am from vancouver wa am a singer in a up an coming white power band and i am looking to meet some one who has no boyfriend or man at all and is white,noHate,14107866
4580,now teachers demand to work just 35 hours a week and they even want to be allowed to do five of those at home mail online,noHate,30561563
4581,i cant judge because i dont know them all plus i think they are all good in their own way that s why they are moderators,noHate,14270442
4582,that describes the mooleys very well the signature haymaker ,noHate,31758320
4583, youtube obama is going to pay for my gas and mortgage ,noHate,13454911
4584,this is a great resource but they have practically no pro white books in their library ,noHate,30447328
4585,i saw a white and a black couple the other day and nearly went ballistic and got enraged ,hate,31501488
4586,why not just band with one or two of your close friends ,noHate,12855815
4587,anyone have any thoughts on the best way to turn this water into drinking water ,noHate,30461434
4588,and then he had the nerve to preach about anti semitism from the pulpit ,noHate,30966286
4589,i m either in north florida or nigeria sometimes i ca nt tell the difference mothergrinninbird yahoo com,hate,14104759
4590,dear genius find a statistics text and look up normal distribution ,noHate,14675644
4591,i did not see any reliable sources that connect leon trotski and lenin to the freemasons ,noHate,14667867
4592,however they had slavic names already after two generations showing that they were outnumbered and mixed with the local slav populations ,noHate,13585491
4593,there are a lot of white babies being born in the south but it s still not what it should be ,noHate,13475772
4594,its been brought to my attention recently that i ve overlooked this one ,noHate,13490267
4595,wow ,noHate,30743148
4596,have you seen the price of beef ,noHate,33465976
4597,you can click new posts on the red bar before you wanna create a new thread to see if the news was already posted or not ,noHate,30466508
4598,lots of beautiful white german women ,noHate,14099335
4599,god bless you mr trump,noHate,30407592
4600,good luck with your bugchasing homo ,hate,14669890
4601,white irish nationalist for ireland white german nationalist for germany white dutch people for the netherlands thats not hard borders are very important even between european countries to destroy or harm any culture is a crime against humanity and melting down all the smaller countries into one big country destroying there languages and so on would just be wrong we should work together yes we are all white and all brothers and our nations are sacred ,noHate,12860520
4602,yes i lick my lips and they are in terrible shape ,noHate,30533168
4603,again every time i will see filthy comment about georgia without providing any facts i will respond ,noHate,13422115
4604,i personally think she sounds like a strangled cat ,noHate,13850110
4605,perhaps you can use this btw notice that the information is accompaigned by a rather clumpsy muslim exercise in damage control ,noHate,13590782
4606,was hoping it would be to commemorate the plantation as a dark part of our history but it appears to be celebrating it ,noHate,13642423
4607,the bodies of dead goats geese sheep and ducks had also been discovered ,noHate,12871875
4608,i stayed with a georgian family in taganrog they was very nice and white and hated musilms ,noHate,13505191
4609,this is going to stir up a lot of yellow hatred for the hebrews ,noHate,30431951
4610,tomorrow you will accept it and the day after that you will embrace it ,noHate,30785993
